PASS the tabs are the authored examples, by authored id and label  ex-keypoints="Graph and key points" · ex-table="Table to graph" · ex-symmetry="Symmetry"
PASS the layout chooses side-by-side or stacked on the room it actually has  1536×1024→split · 1280×900→split · 1024×768→stack · 834×1112→stack · 414×860→stack
PASS CONTROL: strip the rules that size the drawing and every viewport fails this gate  1536×1024: 3 tabs still there, figure 0px + overflowing · 1280×900: 3 tabs still there, figure 0px + overflowing · 1024×768: 3 tabs still there, figure 0px + overflowing · 834×1112: 3 tabs still there, figure 0px + overflowing · 414×860: 3 tabs still there, figure 0px + overflowing
PASS stacked, the example follows the concepts directly and takes the full column width  gap 38px · concepts 802px wide, example 802px
PASS CONTROL: given the room, the same page puts them side by side instead  the example column starts where the concepts card ends, at the same top
PASS Notes: no explanation, answer or caption is written on a green surface  every one of them sits on white
PASS Worked examples: no explanation, answer or caption is written on a green surface  every one of them sits on white
PASS CONTROL: painting an answer green again is detected, so the rule is measured and not assumed  the green-tint test fires on rgb(241,248,244)
PASS a tab is a worked-example GROUP with a pedagogical identity, not "Example 1"  Substitution · Solving for x · Symmetry
PASS the composition each group renders is the TYPE it authors, from the closed vocabulary  g-substitution → sequence · g-solving → staged · g-symmetry → comparison
PASS EVERY authored example stays complete inside its group — prompt, whole working, its own answer  g-substitution: ex-neg (3 steps + answer), ex-frac (3 steps + answer) · g-solving: ex-solve (4 steps + answer) · g-symmetry: ex-pos (2 steps + answer), ex-neg3 (2 steps + answer)
PASS every group is one white content surface, not reasoning written onto the application ground  the surface is rgb(255, 255, 255)
PASS a SEQUENCE is full-width rows of equal status — ask on the left, working on the right  g-substitution: 2 rows in one lane, ask 445px / working 737px
PASS no companion is authored on these examples, and none is reserved — no region is drawn empty  g-substitution: 0 companions, 0 empty regions · g-solving: 0 companions, 0 empty regions · g-symmetry: 0 companions, 0 empty regions
PASS CONTROL: changing the declared type changes the composition  g-symmetry: sequence → 2 rows · comparison → A | plane | B · staged → 2 local states · standard → 2 rows · extended → 2 rows
PASS CONTROL: and does NOT change the example data model — the same examples, steps and answers survive  ex-pos, ex-neg3 — 4 steps and 2 answers under every type
PASS a row splits into ask and working exactly while both can be a readable measure, and otherwise stacks  1536px (1152 inner, needs 759): ask 399px | working 714px · 1194px (810 inner, needs 759): ask 300px | working 471px · 1146px (762 inner, needs 759): ask 300px | working 423px · 1140px (756 inner, needs 759): stacked at 756px · 834px (742 inner, needs 759): stacked at 742px · 414px (350 inner, needs 759): stacked at 350px
PASS CONTROL: the FLOOR decides the split — raise it and the same row at the same width stacks, and nothing overflows  1536px: ask 445px beside the working at a 300px floor; 1212px above it at a 900px floor (data-mx-rows="stacked", no overflow)
PASS no student response field belongs on a Worked Example page, and there is none  no text inputs, no response-store pads, no answer cells
PASS it is a page in its own right, not a card inside another page  no workspace slot; the page owns its own compositions
PASS a step may still carry its own visual, and an unknown type falls back rather than failing  an unrecognised type renders as extended; the step visual is unaffected
PASS every authored reference line is actually drawn — the picture shows what the words claim  g-substitution: 0 authored, 0 drawn · g-solving: 1 authored, 1 drawn · g-symmetry: 2 authored, 2 drawn
PASS the line the relationship names is the line on the drawing  the figure is labelled "y = 16" and the relationship names it
PASS CONTROL: remove the authored line and the drawing loses it, so this check can fail  1 drawn with it authored, 0 without
PASS EVERY COORDINATE PLANE HOLDS ITS AUTHORED 1:1 SCALE, at every width  notes desktop: 0.998 (x 49.853px/unit, y 49.93px/unit) · visual desktop: 1 (x 28.553px/unit, y 28.544px/unit) · comparison desktop: 0.998 (x 38.285px/unit, y 38.35px/unit) · visual tablet: 1 (x 28.553px/unit, y 28.544px/unit) · comparison portrait: 0.999 (x 52.292px/unit, y 52.348px/unit) · comparison phone: 0.999 (x 30.497px/unit, y 30.541px/unit)
PASS and the same plane is the same shape on a phone as on a desktop  1536px → 0.998 · 834px → 0.999 · 414px → 0.999
PASS CONTROL: opt a plane out of the policy and the same measure catches the distortion  0.998 under the policy, 1.63 with scaleMode "authored" + stretch
PASS a plotted region is never below the legibility floor, at any width  desktop: 446×720, ticks 12.7px (floor 340×255) · tablet: 446×720, ticks 12.7px (floor 340×255) · portrait: 446×720, ticks 12.7px (floor 340×255) · phone: 350×565, ticks 16px (floor 340×255)
PASS CONTROL: a portrait companion takes HEIGHT, not a different placement and not a flattened plane  40×22 → 560×308 (scale 1.001) · 12×22 → 446×720 (scale 1.001) — both in the working region at their natural size (longer side ≤ 720px), the answer still last, row 704px → 1116px
PASS the comparison plane gets the box its authored domain implies, and bridges the two cases  439×527 → 0.833 against an authored 0.833, between cases that end at 638px and start at 1166px
PASS and the drawing actually fills that slot rather than being letterboxed inside it  painted 439×527 at a re-solved box of 383x459 — the paint is 1.00× the viewBox shape (1.00 = took the slot's shape)
PASS CONTROL: a different authored plane gets a different slot, through the same engine  staged 0.619 against an authored 0.620; comparison 0.833 against 0.833
PASS a connection region is separated from the working it follows, at every width  g-substitution at 1536px: 56px · g-solving at 1536px: 26px · g-symmetry at 1536px: 56px · g-substitution at 414px: 56px · g-solving at 414px: 26px
PASS no region repeats a heading its own content already carries, and none stands directly over a part that names itself  g-substitution: named once · g-solving: named once · g-solving: named once · g-solving: named once · g-symmetry: named once · g-symmetry: named once · g-symmetry: named once · g-symmetry: named once
PASS CONTROL: a label put back over a self-named part is caught, so the adjacency is measured not assumed  a generated "Interpretation" over "Why the two agree" would fail
PASS a region is as tall as what it holds — no reserved space below its own content  g-substitution: 0px below its last piece · g-solving: 0px below its last piece · g-symmetry: 0px below its last piece · g-symmetry: 0px below its last piece
PASS a comparison is a simultaneous bridge exactly while its own floors are met, and never overflows  1920px (1536 inner, needs 1030): 427 | 592 | 427 · 1536px (1152 inner, needs 1030): 312 | 439 | 312 · 1440px (1056 inner, needs 1030): 300 | 366 | 300 · 1414px (1030 inner, needs 1030): 300 | 340 | 300 · 1413px (1029 inner, needs 1030): staged · 1381px (997 inner, needs 1030): staged · 1300px (916 inner, needs 1030): staged · 1194px (810 inner, needs 1030): staged · 834px (742 inner, needs 1030): staged · 414px (350 inner, needs 1030): staged
PASS while it is a bridge, no case and no plane is squeezed below its floor  1920px: 427 | 427 with a 592px plane · 1536px: 312 | 312 with a 439px plane · 1440px: 300 | 300 with a 366px plane · 1414px: 300 | 300 with a 340px plane
PASS COLLAPSED, THE VISUAL CANNOT APPEAR BETWEEN THE TWO CASES — both workings complete first  1413px: 1Workings | 2Visual explanation → answer → answer · 1381px: 1Workings | 2Visual explanation → answer → answer · 1300px: 1Workings | 2Visual explanation → answer → answer · 1194px: 1Workings | 2Visual explanation → answer → answer · 834px: 1Workings | 2Visual explanation → answer → answer · 414px: 1Workings | 2Visual explanation → answer → answer
PASS CONTROL: the composition decides, not the viewport — widen the surface at a fixed viewport and the bridge returns  1300px viewport: rail open 976px → staged, rail collapsed 1244px → bridge · 1200px viewport: rail open 876px → staged, rail collapsed 1144px → bridge
PASS the plane keeps its authored proportions at every width — a smaller box of the same shape  desktop: 446×720 → 0.619 against an authored 0.620 · portrait: 446×720 → 0.619 against an authored 0.620 · phone: 350×565 → 0.619 against an authored 0.620
PASS every instance on the page names its regions — title, question, working, answer — and carries no inline style  6 instances, 0 unnamed, 0 inline styles
PASS THE TITLE SPANS THE WHOLE EXAMPLE, above both regions  ex-neg: title 326→1478 over regions at 326→1478 · ex-frac: title 326→1478 over regions at 326→1478 · st1: title 326→1478 over regions at 326→1478 · ex-neg: title 326→1478 over regions at 326→1478 · ex-frac: title 326→1478 over regions at 326→1478 · ex-dec: title 326→1478 over regions at 326→1478
PASS QUESTION and WORKED SOLUTION begin on the same line beneath it  ex-neg: 397 / 397 · ex-frac: 778 / 778 · st1: 422 / 422 · ex-neg: 422 / 422 · ex-frac: 804 / 804 · ex-dec: 1238 / 1238
PASS PROBLEM and WORKING share a top edge, neither is marked off — no fill and no rule — the question ends where its content does, and the working still spans the band  ex-neg: tops 381, question on rgba(0, 0, 0, 0) with 0px/0px rule under/beside, ending at 462 (18px of 18px pad after it), working to 671 · ex-frac: tops 762, question on rgba(0, 0, 0, 0) with 0px/0px rule under/beside, ending at 850 (18px of 18px pad after it), working to 1105 · st1: tops 406, question on rgba(0, 0, 0, 0) with 0px/0px rule under/beside, ending at 513 (18px of 18px pad after it), working to 697 · ex-neg: tops 406, question on rgba(0, 0, 0, 0) with 0px/0px rule under/beside, ending at 487 (18px of 18px pad after it), working to 697 · ex-frac: tops 788, question on rgba(0, 0, 0, 0) with 0px/0px rule under/beside, ending at 875 (18px of 18px pad after it), working to 1131 · ex-dec: tops 1222, question on rgba(0, 0, 0, 0) with 0px/0px rule under/beside, ending at 1303 (18px of 18px pad after it), working to 1443
PASS and the channel between them is ONE unbroken run of white — the two published pads and the 1px the withdrawn rule used to take, still under the 40px gutter that was rejected  ex-neg: question text → working edge 16px (pad 16), edge → working text 22px (pad 22), border 0px · ex-frac: question text → working edge 16px (pad 16), edge → working text 22px (pad 22), border 0px · st1: question text → working edge 16px (pad 16), edge → working text 22px (pad 22), border 0px
PASS ANSWER is the final band of the working, at the same inset as the solution above it — no box, no fill, no radius and no rule  ex-neg: label at 764 = steps at 764, borders 0px, 42px of white above the answer · ex-frac: label at 764 = steps at 764, borders 0px, 36px of white above the answer · st1: label at 764 = steps at 764, borders 0px, 40px of white above the answer · ex-neg: label at 764 = steps at 764, borders 0px, 42px of white above the answer · ex-frac: label at 764 = steps at 764, borders 0px, 36px of white above the answer · ex-dec: label at 764 = steps at 764, borders 0px, 42px of white above the answer
PASS every instance has the same geometry — title gap, insets, rule, tint — on the shipping page and the design fixture, first row and last  6 instances over 3 groups: 1 distinct geometry signature(s) — 14/30/468/445/468/rgba(0, 0, 0, 0)/16/1212
PASS the synthesis follows the whole sequence as a full-width region — title edge to working edge, below the last instance  g-substitution: 326→1478 against 326→1478, 82px below the last instance · g-standard: 326→1478 against 326→1478, 82px below the last instance · g-sequence3: 326→1478 against 326→1478, 82px below the last instance
PASS and the section below the examples opens on SPACE, not a rule — and on more space than separates one example from the next  g-substitution: 0px rule, 82px of clear space above it · g-standard: 0px rule, 87px of clear space above it · g-sequence3: 0px rule, 87px of clear space above it — against 53px around the rules between examples
PASS CONTROL: the old floating card fails the band contract — the label leaves the inset and the wrapped value no longer returns to it  with the card restored the label sits at 51 against an inset of 32, radius 0px 13px 13px 0px, wrapped line at 51 against 32
PASS CONTROL: stretch the question back to the row and it stops hugging, so the hug is measured and not assumed  with the old rule restored the region runs 227px past the question against a 18px pad
PASS CONTROL: stop the working stretching beside a taller question and the band is caught stopping short  question to 773, working only to 487 — 286px short, so the channel beside the question would run out before it does
PASS CONTROL: a synthesis confined to the working column fails the full-width claim  foot at 741 against a title at 326
PASS STACKED, the same regions keep their order — title, question, worked solution, answer — with no rule and one inset  ex-neg: 381 → 395…486 → 486 → 779, inset 32 · ex-frac: 930 → 944…1041 → 1041 → 1378, inset 32 · st1: 440 → 454…571 → 571 → 864, inset 32
PASS and a wrapped answer returns to the inset — the value never hangs toward the centre  ex-neg: 2 line(s) at 104/32 · ex-frac: 2 line(s) at 104/32 · st1: 2 line(s) at 104/32
PASS CONTROL: re-order the regions and draw a rule, and the stacked contract fails on both counts  areas "title" "work" "ask": answer at 688 above the question at 762; rule 1px
PASS THE SAME PRIMITIVE UNDER standard AND sequence — every row, both lessons, desktop and phone: the same anatomy, reached by the same rules, the same computed style, the same geometry  10 rows compared against the standard instance over 4 renders; 0 composition-, group- or position-keyed rule(s) reach the primitive
PASS CONTROL: a look-alike keyed on the composition, hidden in an @supports block, leaves the geometry identical and is caught by the rules that reach the element  same-value rule injected inside @supports: 0 geometry differences, 1 element(s) reached by different rules, 1 composition-keyed rule(s) seen
PASS CONTROL: the same values applied as an inline style are caught — the primitive carries no inline style  3 of 3 instances now carry a style attribute
PASS and every instance on the page comes through the one function — every group, every state, both lessons, both bridge forms  design fixture: 7 of 7 marked by 7 calls (7 authored) · shipping lesson, bridge wide: 5 of 5 marked by 5 calls (5 authored) · shipping lesson, bridge staged: 5 of 5 marked by 5 calls (5 authored)
PASS CONTROL: a group that pastes its own markup is caught — the marks no longer cover the page  3 of 5 marked once the comparison forges its cases
PASS NOTHING IS CENTRED — every block starts at its region's inset and every plane at its zone's edge, at every width  184 blocks and planes measured, none offset, none centred
PASS CONTROL: an inherited auto margin slides the stacked plane in, and the measure sees it  g-solving/graph: 85px · g-solving: 85px
PASS THREE ZONES on one line, each the row's full height — the rules beside the plane run the full height even with a taller case  zones a 833px (content 366) | visual 833px (content 548) | b 833px (content 833), bridge 833px; labels at 335/335/335
PASS each case is ONE primitive in its stacked form, its question band reaching the zone's rule  case A: 1 instance, band 0px from the rule · case B: 1 instance, band 0px from the rule
PASS the plane owns the middle at its natural size — left-aligned, never grown past its longer-side bound, undistorted  plane 439×527 (natural ≤ 560 wide, ≤ 720 tall), 0px from the zone's edge, scale 0.998
PASS CONTROL: zones that stop stretching leave the rule shorter than the taller case, and the measure sees it  rule 548px against a 833px case
PASS at 1920px the middle zone is wider than the plane needs, and the plane sits exactly at its natural size  560px in a 693px-tall zone, natural 560px
PASS the media lands on its approved span of the master grid, centred, with the reading beneath it on the same columns  down-8 on a 1152px surface: media 760px (span 8 = 760px), free 196/196, reading 760px from 1166 under a media ending at 1144
PASS and the plane takes the span it was given, or its own height bound where that is narrower — never a width between the two  plane 446×720 in a 760px region (height bound 446px, so the height governs), reading 760px (measure 760)
PASS and the mathematics is untouched by the wider region: one x-unit and one y-unit are the same painted length  28.55 px per x-unit, 28.54 px per y-unit
PASS the shipping lesson authors a plane wide enough to reach the second approved subdesign  group g-flatter
PASS a WIDE plane takes the other approved subdesign — all twelve columns, with the reading beneath on eight from the page edge  down-12: media 1152px of 1152, reading 760px from the left edge
PASS and the same lesson's balanced plane still takes the centred eight — the geometry is what tells them apart  down-8: media 760px, free 196/196
PASS below the desktop surface the stage gives way and the media takes the full width, the reading still beneath it  834px: surface 742px, media 742px from 0, reading from 1143 under a media ending at 1121
PASS CONTROL: widen the media off its approved span and the measure sees it  media 1152px against an approved 760px
PASS CONTROL: leave the plane at its old natural width inside the region and the measure sees the unclaimed space  plane 560px inside a 760px region (bound 446px)
PASS CONTROL: strand the stage against one edge and the measure sees it is no longer centred  free 0px left, 392px right
PASS a state that carries no question has no ask region; its working keeps a reading measure at the inset, never the whole surface  e1 solo: working 620px wide at 326 (floor 420, measure 620, surface inset 326)
PASS CONTROL: author the question into that state and the two-region form returns  e1: question present, regions at 462/462, meeting at 741 with no rule (0px)
PASS a structural transition keeps the reader's tab, state and scroll — through the comparison floor and back  1414px: wide on g-symmetry → 1413px: staged, state visual, scrolled 200 → 1414px: wide on g-symmetry (live g-symmetry) at 200 → 1413px: staged on g-symmetry, state workings
PASS A SEQUENCE IS PARALLEL ROWS OF EQUAL STATUS — no example is a conclusion because of where it sits  #1 at (296, 342) 445|737 · #2 at (296, 724) 445|737 · #3 at (296, 1158) 445|737 in a 1212px surface
PASS and all three stay complete — prompt, steps and answer in every one  3 complete examples in 3 full-width rows
PASS EXTENDED IS A REAL COMPOSITION — a reading-width derivation, not prose across the whole surface  6 steps at a 620px working measure inside a 1212px surface, no companion column
PASS and its visual arrives inline at the step that earns it  step s5 carries a 720px figure
PASS CONTROL: narrow, the split stacks and every example survives whole  3 examples, 8 steps, 3 answers — ask above working in 1 lane
PASS a relationship region appears only where one is authored — it is content, not chrome  ex-keypoints: 1 authored, 1 rendered · ex-table: 1 authored, 1 rendered · ex-symmetry: 1 authored, 1 rendered
PASS CONTROL: remove it and no empty region is reserved in its place  no relations element, no empty box left behind
PASS a staged group shows exactly one state at a time, and a hidden state reserves no layout space  g-solving: solution → graph, no hidden box
PASS THE EXAMPLE SURVIVES THE PARTITION — every authored step appears across the states, exactly once  g-solving: 4 + 0 = 4 authored steps
PASS a section appears in exactly the states that declare it — never in every one by accident  g-solving: 1 question(s) in 1 declaring state(s), 2 answer(s) in 2
PASS CONTROL: undeclare the answer and it leaves the interpretation, so the count is read not assumed  with show "visual+relations+answer" the interpretation leads with the algebraic result; without it, 0 lead blocks
PASS A FIGURE REVEALED WITH ITS STATE IS RE-SOLVED — until then its stage measured zero  g-solving: graph 446px
PASS CONTROL: drop the states and the same example renders whole on one surface  no state bar, 4 of 4 steps, question and answer intact
PASS A SEQUENCE OF N IS N ROWS — one lane at every count, never a grid the count reshapes  1 → 1 row in 1 lane · 2 → 2 rows in 1 lane · 3 → 3 rows in 1 lane · 4 → 4 rows in 1 lane
PASS and every count gives the SAME row geometry — the last example is never a remainder  1212px rows split 445px | 767px at 1, 2, 3 and 4 examples
PASS CONTROL: every count keeps every example whole — the composition never drops one  1→1 · 2→2 · 3→3 · 4→4
PASS every authored group reaches the flat page, whatever composition it uses on screen  sequence (2 examples) · staged (1 examples) · comparison (2 examples)
PASS and every example inside every group arrives whole — a tab is not a filter on what a lesson contains  g-substitution: 6 steps, 2 answers · g-solving: 4 steps, 1 answers · g-symmetry: 4 steps, 2 answers
PASS every Notes example is there too  3 of 3
PASS every part the lesson authors anywhere reaches the flat page  authored 5 drawings / 1 table / 2 coordinate lists / 6 relationships — printed 5 / 1 / 2 / 6
PASS and the concepts and the Key Idea travel with them  4 concepts, Key Idea present
PASS CONTROL: printing only the open tab would have dropped most of the page  4 sections were behind a tab and all are present
PASS CONTROL: the flat output is built from the JSON, so a re-titled group travels into print too  renaming a group reaches the worksheet with no renderer change
PASS NO EXPRESSION IS SPLIT ACROSS LINES, at any width — a relation and the value it states stay together  1536px: 14 held runs, 0 split, 0 overflowing · 1200px: 14 held runs, 0 split, 0 overflowing · 1146px: 14 held runs, 0 split, 0 overflowing · 834px: 14 held runs, 0 split, 0 overflowing · 414px: 14 held runs, 0 split, 0 overflowing
PASS CONTROL: remove the hold and the same Range measure catches the breaks it was there to prevent  1536px: 8 — mx-wexqb: "y = 1" · 1200px: 8 — mx-wexqb: "x = 2" · 1146px: 8 — mx-wexqb: "x = 2" · 834px: 4 — mx-wexqb: "x = 7" · 414px: 4 — mx-wexqb: "y = 2"
PASS …and with the hold back, that same long question breaks between words instead  1536px: 0 split, 0 over · 1200px: 0 split, 0 over · 1146px: 0 split, 0 over · 834px: 0 split, 0 over · 414px: 0 split, 0 over
PASS A RUN TOO LONG FOR ITS COLUMN breaks after a relation or an operator, never inside a term, and never overflows  11 chunks over 2 lines, each carrying its operator (= + + − + − + + + −), no overflow
PASS NOTHING INSIDE AN EXAMPLE IS MARKED OFF, at any width — no fill on the question, no rule beside it, none under it, none above the answer  1536px split: rgba(0, 0, 0, 0), beside 0 / under 0 / above answer 0 · 1200px split: rgba(0, 0, 0, 0), beside 0 / under 0 / above answer 0 · 1146px split: rgba(0, 0, 0, 0), beside 0 / under 0 / above answer 0 · 834px stacked: rgba(0, 0, 0, 0), beside 0 / under 0 / above answer 0 · 414px stacked: rgba(0, 0, 0, 0), beside 0 / under 0 / above answer 0
PASS …and the ONE rule that stays is the boundary between complete examples  1536px: 1px between examples · 1200px: 1px between examples · 1146px: 1px between examples · 834px: 1px between examples · 414px: 1px between examples
PASS CONTROL: paint the question region again and the check sees the fill  with the tint restored the question is on rgb(241, 243, 242)
PASS CONTROL: draw the question/solution rule and the answer rule back, and the check sees both  restored: 1px beside the question, 1px above the answer
PASS CONTROL: take the boundary between examples away and the check sees that too  with it removed the sequence carries a 0px boundary
PASS A FOOT THAT FOLLOWS EXAMPLES OPENS ON SPACE, NOT A RULE — and on more of it than separates one example from the next  1536px: after mx-wexseq, 0px rule, 82px of space against 53px between examples · 1200px: after mx-wexseq, 0px rule, 82px of space against 53px between examples · 1146px: after mx-wexseq, 0px rule, 82px of space against 53px between examples · 834px: after mx-wexseq, 0px rule, 82px of space against 53px between examples · 414px: after mx-wexseq, 0px rule, 109px of space against 80px between examples
PASS CONTROL: shrink the gap back to what it was and the check fires, so the claim is the SPACE and not just the missing rule  with the old 26px restored: 52px of space against 53px between examples
PASS …and a foot that IS the pane — a group whose teaching is its representation — opens on no rule  the foot follows mx-wexlede and carries a 0px rule
PASS THE SUBSTITUTION STEP OF A GRADIENT EXAMPLE IS NOW SET AS A FRACTION — the working reads like the answer it produces  SLASH    m = rise/run · built up m = (5 − 2)(5 − 1) · built up m = 34 · built up m = (0 − 4)(4 − (−2)) · built up m = (−4)6 · built up m = −23
PASS …and each one carries the operands either side of the divide, in the order they were written  (5 − 2) over (5 − 1) · 3 over 4 · (0 − 4) over (4 − (−2)) · (−4) over 6 · 2 over 3
PASS CONTROL: the general form of the rule is read by the same probe as a slash — `rise/run` did not move  step 1 reads "m = rise/run" with 0 built-up fraction(s)
PASS NOTHING A READER CAN SEE IS LOST OR GAINED, across every string in every committed lesson  2323 distinct strings, every character accounted for
PASS …and NO DIVISION IS INVENTED — every built-up fraction is a divide that was written, with those two operands  28 built-up fractions, all of them written as one
PASS WHAT MUST STAY A SLASH STAYS ONE — a year range bracketed or bare, a variable numerator, a reference, a word  "1914 / 1918" · "_m_ = rise/run" · "_y_ = _x_^2 / 12" · "_y_ = 1/_x_" · "Stage 4 C5/C6" · "He scored (5 − 2) goals in the first half" · "the ratio 3 : 4" · "and/or" · "(2015 - 16)/2" · "(1000 − 2)/3" · "the years (1914 − 1918)/2"
PASS …and a bracketed sum broken across two lines is NOT built up — spaces and tabs only, never a newline  0 built-up fraction(s) for a numerator with a line break in it
PASS CONTROL: a grammar that reorders what it takes is caught by the character measure  335 of 2323 strings come back different
PASS CONTROL: a grammar that builds a fraction where no divide was written is caught by the other  84 of 2323 strings gain a division nobody wrote
PASS every section ran  13 sections
PASS no page error while rendering or switching  none

145/145 checks passed
